R = 21, S =  0, Avg = 0.000000
	-19	-21	-21	-21	-19
	-21	-21	-21	-20	-20
	-19	-21	-21	-21	-20
	-20	-21	-19	-21	-21
	-21	-21	-19	-21	-23
	-21	-21	-21	-21	-21
	-21	-22	-21	-22	-22
	-22	-23	-23	-21	-22
	-21	-21	-21	-21	-21
	-22	-22	-22	-22	-22
	-22	-21	-21	-21	-21
	-21	-21	-22	-21	-21
	-21	-21	-19	-19	-20
	-20	-21	-21	-20	-20
	-21	-22	-23	-23	-21
	-21	-23	-23	-23	-23
	-23	-23	-23	-23	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-20	-20
	-20	-20	-20	-20	-20
	-20	-20	-20	-21	-21
	-21	-21	-21	-21	-20
	-20	-20	-20	-21	-21
	-21	-20	-20	-20	-20
	-19	-20	-20	-20	-19
	-19	-20	-20	-20	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-22	-22
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-20	-20
	-20	-20	-20	-20	-20
	-20	-19	-19	-20	-20
	-20	-20	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-22	-22	-22	-22	-22
	-22	-22	-23	-22	-22
	-22	-22	-23	-22	-22
	-23	-23	-23	-23	-23
	-23	-23	-23	-23	-22
	-22	-23	-23	-23	-23
	-23	-23	-23	-23	-23
	-23	-23	-23	-23	-23
	-23	-23	-22	-22	-21
	-21	-21	-21	-21	-22
	-22	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21
R = 21, S =  2, Avg = -21.391304
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-21
	-21	-21	-21	-21	-22
	-22	-22	-22	-22	-22
	-22	-22	-22
R =  1, S =  4, Avg = -27.592592
	-31	-31	-31	-33	-33
	-33	-31	-30	-30	-29
	-28	-29	-26	-29	-31
	-29	-29	-29	-28	-29
	-29	-29	-29	-29	-29
	-29	-28	-28	-29	-29
	-29	-33	-33	-33	-33
	-29	-29	-29	-29	-30
	-30	-30	-30	-25	-27
	-27	-27	-29	-26	-27
	-27	-26	-26	-27	-27
	-27	-26	-26	-27	-27
	-26	-26	-26	-27	-29
	-30	-30	-30	-30	-30
	-30	-29	-29	-29	-29
	-28	-28	-28	-28	-28
	-28	-28	-33	-33	-33
	-27	-27	-26	-26	-26
	-26	-26	-27	-27	-25
	-25	-25	-25	-25	-25
	-25	-28	-27	-27	-27
	-27	-27	-27	-27	-27
	-27	-27	-27	-25	-26
	-26	-26	-25	-25	-25
	-25	-25	-25	-25	-27
	-27	-29	-29	-29	-29
	-30	-30	-30	-30	-27
	-27	-27	-30	-27	-27
	-27	-25	-27	-28	-27
	-27	-27	-28	-28	-28
	-28	-27	-27	-26	-25
	-25	-27	-27	-27	-27
	-27	-27	-26	-26	-26
	-26	-26	-26	-25	-25
	-27	-27	-27	-27	-29
	-29	-29	-29	-28	-28
	-29	-29	-29	-29	-29
	-29	-28	-28	-29	-29
	-29	-28	-28	-27	-27
	-27	-27	-27	-27	-26
	-26	-26	-26	-26	-26
	-27	-27	-27	-27	-27
	-27	-27	-29	-29	-29
	-29	-27	-27	-27	-27
	-27	-27	-27	-27	-27
	-27	-26	-26	-25	-25
	-25	-25	-25	-25	-25
	-25	-25	-25	-25	-25
	-25	-25	-25
R =  1, S =  5, Avg = -23.540741
	-23	-23	-23	-23	-23
	-24	-24	-24	-23	-23
	-23	-23	-23	-23	-23
	-23	-25	-25	-24	-23
	-23	-23	-23	-23	-23
	-23	-22	-22	-22	-23
	-23	-25	-25	-25	-25
	-23	-23	-23	-25	-25
	-25	-25	-25	-25	-25
	-25	-25	-25	-25	-25
	-25	-23	-25	-24	-24
	-24	-25	-25	-25	-24
	-24	-23	-24	-24	-24
	-25	-25	-25	-25	-26
	-23	-23	-24	-24	-24
	-24	-24	-24	-24	-23
	-23	-25	-24	-28	-23
	-23	-23	-22	-22	-22
	-21	-23	-23	-23	-22
	-23	-23	-23	-23	-23
	-23	-23	-23	-23	-23
	-23	-23	-23	-23	-23
	-23	-23	-23	-23	-23
	-23	-23	-23	-23	-23
	-22	-22	-22	-22	-23
	-23	-23	-23	-23	-23
	-23	-23	-23	-24	-24
R = 21, S =  5, Avg = -17.333334
	-7	-22	-23
